Age,Gender,Marital_Status,Education,Employment_Status,Years_Employed,Annual_Income,Credit_Score,Loan_Amount,Existing_Debt,Housing_Status,Years_At_Residence,Dependents,Num_Credit_Cards,Previous_Defaults,Debt_To_Income_Ratio,Approval_Status
30,Female,Single,Post Graduate,Salaried,0.0,83997.0,499.0,20977.0,34085.0,Living with Family,2.5,4,7,0,0.656,Rejected
50,Female,Married,Doctorate,Salaried,16.5,112720.0,758.0,27985.0,14105.0,Rented,4.6,0,5,0,0.373,Approved
54,Male,Married,High School,Retired,10.2,66410.0,545.0,1000.0,9905.0,Rented,7.6,2,0,0,0.164,Rejected
64,Male,Divorced,High School,Business Owner,3.2,92935.0,650.0,16105.0,28820.0,Mortgaged,2.1,4,3,2,0.483,Rejected
26,Female,Single,High School,Retired,0.3,37585.0,646.0,23580.0,2007.0,Living with Family,1.8,1,6,0,0.681,Rejected
55,Female,Married,Post Graduate,Business Owner,10.7,75146.0,785.0,25591.0,5116.0,Rented,7.9,4,6,0,0.409,Approved
24,Female,Divorced,High School,Business Owner,0.9,75605.0,624.0,10926.0,13613.0,Owned,6.1,4,5,1,0.325,Rejected
36,Male,Single,Post Graduate,Retired,10.0,98181.0,822.0,18509.0,13039.0,Rented,7.2,2,5,0,0.321,Approved
28,Female,Married,High School,Salaried,11.3,85986.0,747.0,21619.0,11700.0,Owned,4.9,4,6,0,0.387,Approved
28,Female,Married,Graduate,Unemployed,2.8,47994.0,749.0,26290.0,10641.0,Mortgaged,3.2,0,1,0,0.769,Rejected
28,Male,Married,High School,Salaried,2.3,91067.0,640.0,18202.0,5831.0,Owned,0.0,2,3,0,0.264,Approved
22,Male,Single,Graduate,Salaried,3.6,63310.0,656.0,17315.0,11823.0,Rented,4.4,1,2,0,0.46,Rejected
58,Female,Married,Graduate,Self-Employed,1.1,90778.0,550.0,12563.0,,Mortgaged,,3,7,0,0.261,Rejected
23,Male,Single,Post Graduate,Salaried,7.1,64506.0,593.0,25092.0,8918.0,Rented,7.7,1,6,0,0.527,Rejected
38,Female,Widowed,Graduate,Salaried,7.9,31320.0,679.0,26193.0,6880.0,Rented,,2,5,0,1.056,Rejected
52,Female,Single,Graduate,Self-Employed,9.6,48457.0,676.0,24392.0,4845.0,Owned,6.4,3,0,0,0.603,Approved
65,Female,Single,Post Graduate,Self-Employed,,66278.0,656.0,21677.0,1289.0,Mortgaged,10.6,1,6,1,0.347,Rejected
59,Male,Divorced,Post Graduate,Unemployed,10.2,60193.0,523.0,17206.0,28391.0,Mortgaged,0.0,4,6,2,0.758,Rejected
27,Female,Single,Post Graduate,Salaried,1.1,63202.0,690.0,9713.0,15000.0,Rented,4.7,3,3,0,0.391,Approved
65,Male,Married,Post Graduate,Salaried,10.2,90480.0,761.0,8337.0,21055.0,Living with Family,1.2,1,6,1,0.325,Approved
50,Female,Single,Graduate,Business Owner,0.0,83643.0,714.0,24268.0,0.0,Mortgaged,8.7,3,3,0,0.29,Approved
29,Male,Married,Post Graduate,Self-Employed,13.8,93768.0,644.0,25193.0,9001.0,Rented,2.3,1,5,1,0.365,Approved
41,Female,Single,Graduate,Business Owner,3.4,72580.0,721.0,17210.0,8439.0,Living with Family,7.0,2,1,0,0.353,Approved
62,Female,Married,Post Graduate,Salaried,9.0,108747.0,807.0,17202.0,11859.0,Rented,2.7,3,4,0,0.267,Approved
38,Male,Married,Post Graduate,Salaried,9.4,73052.0,711.0,16920.0,2845.0,Mortgaged,5.3,4,0,0,0.271,Approved
29,Male,Single,High School,Retired,0.0,35658.0,603.0,25787.0,22872.0,Mortgaged,3.7,1,0,0,1.365,Rejected
60,Female,Single,High School,Salaried,10.2,52280.0,624.0,21809.0,16040.0,Living with Family,4.0,2,7,0,0.724,Rejected
63,Male,Single,Post Graduate,Self-Employed,3.2,89630.0,646.0,11124.0,10449.0,Mortgaged,5.0,2,5,0,0.241,Approved
64,Male,Married,Graduate,Salaried,,61391.0,644.0,19581.0,11425.0,Owned,6.8,4,4,0,0.505,Rejected
64,Male,Single,Graduate,Salaried,,74543.0,746.0,1000.0,7233.0,Mortgaged,3.7,4,3,0,0.11,Approved
60,Female,Single,Doctorate,Business Owner,14.1,125384.0,848.0,9443.0,3548.0,Owned,6.7,1,4,0,0.104,Approved
41,Female,Single,Graduate,Salaried,0.2,56056.0,613.0,1000.0,0.0,Rented,7.1,0,5,0,0.018,Rejected
29,Male,Married,Graduate,Salaried,8.2,43610.0,589.0,7289.0,16010.0,Living with Family,2.7,4,2,0,0.534,Rejected
48,Female,Married,Graduate,Business Owner,,70556.0,561.0,8125.0,9468.0,Living with Family,9.7,0,2,0,0.249,Approved
30,Male,Married,High School,Salaried,11.5,49029.0,825.0,1000.0,18468.0,Rented,6.2,1,5,0,0.397,Approved
42,Male,Divorced,Graduate,Salaried,17.6,69277.0,782.0,25551.0,13654.0,Living with Family,,0,4,0,0.566,Approved
50,Male,Married,Post Graduate,Self-Employed,2.8,33039.0,589.0,10421.0,8773.0,Rented,5.8,0,3,0,0.581,Rejected
63,Male,Divorced,High School,Salaried,,29863.0,683.0,12093.0,9722.0,Living with Family,7.1,0,3,0,0.73,Rejected
34,Male,Married,Post Graduate,Self-Employed,4.1,93090.0,821.0,7251.0,3115.0,Living with Family,5.8,3,6,0,0.111,Approved
32,Female,Single,Post Graduate,Salaried,11.2,72206.0,634.0,20090.0,3441.0,Living with Family,4.6,2,4,1,0.326,Rejected
54,Male,Widowed,High School,Salaried,4.8,78127.0,718.0,27427.0,5081.0,Owned,0.0,0,0,1,0.416,Approved
21,Female,Married,Post Graduate,Salaried,10.5,75569.0,681.0,19704.0,1318.0,Owned,1.1,3,6,0,0.278,Approved
46,Male,Married,Post Graduate,Unemployed,4.0,63353.0,668.0,18132.0,7447.0,Owned,6.0,0,1,0,0.404,Rejected
54,Male,Single,Graduate,Salaried,17.2,75922.0,347.0,1000.0,23264.0,Rented,1.0,2,0,2,0.32,Rejected
45,Male,Single,High School,Retired,0.0,51693.0,614.0,14088.0,14477.0,Living with Family,5.5,3,2,0,0.553,Rejected
38,Female,Married,Graduate,Salaried,7.9,67548.0,537.0,20825.0,4853.0,Living with Family,6.7,2,0,2,0.38,Rejected
58,Female,Married,Graduate,Salaried,5.9,74149.0,742.0,25793.0,15882.0,Rented,3.7,1,0,0,0.562,Approved
37,Male,Married,High School,Business Owner,5.8,87375.0,717.0,20459.0,10133.0,Rented,0.0,4,5,0,0.35,Approved
52,Male,Single,Graduate,Salaried,7.4,80139.0,713.0,33791.0,14604.0,Mortgaged,1.8,4,5,0,0.604,Approved
41,Male,Married,Post Graduate,Self-Employed,6.3,68282.0,781.0,8444.0,13116.0,Mortgaged,6.1,4,2,0,0.316,Approved
22,Female,Single,Post Graduate,Unemployed,7.1,23673.0,460.0,8445.0,0.0,Rented,,0,5,0,0.357,Rejected
44,Male,Single,Post Graduate,Unemployed,8.0,56239.0,666.0,18450.0,10585.0,Owned,0.0,1,0,0,0.516,Rejected
23,Female,Single,Doctorate,Self-Employed,14.7,107975.0,590.0,26499.0,20771.0,Rented,4.2,1,3,0,0.438,Approved
62,Male,Married,High School,Business Owner,0.0,62772.0,562.0,27950.0,0.0,Rented,0.0,0,4,0,0.445,Rejected
48,Male,Married,High School,Salaried,15.2,50879.0,644.0,1000.0,1605.0,Owned,4.3,1,6,0,0.051,Approved
37,Female,Divorced,Graduate,Business Owner,18.8,91650.0,642.0,15994.0,,Rented,3.5,1,2,1,0.175,Approved
42,Male,Married,Graduate,Salaried,0.0,76877.0,720.0,23572.0,5396.0,Rented,11.1,2,7,0,0.377,Approved
48,Male,Married,High School,Salaried,6.2,83664.0,734.0,23322.0,0.0,Rented,2.4,3,2,0,0.279,Approved
32,Female,Married,Post Graduate,Self-Employed,12.9,82543.0,621.0,20084.0,2115.0,Rented,7.1,2,5,0,0.269,Approved
33,Male,Married,High School,Salaried,10.6,106765.0,677.0,14233.0,10971.0,Owned,7.0,3,1,0,0.236,Approved
39,Male,Divorced,Graduate,Business Owner,14.4,111119.0,824.0,1000.0,15526.0,Rented,3.4,1,5,0,0.149,Approved
32,Male,Married,Graduate,Salaried,7.9,75139.0,840.0,33506.0,,Owned,4.4,2,4,0,0.446,Approved
55,Male,Single,Graduate,Salaried,0.0,69709.0,647.0,20509.0,5321.0,Mortgaged,4.0,1,3,0,0.371,Approved
25,Female,Married,Graduate,Self-Employed,12.5,97251.0,703.0,7064.0,7136.0,Mortgaged,1.8,0,2,0,0.146,Approved
58,Male,Single,High School,Self-Employed,9.2,39942.0,589.0,12085.0,7961.0,Rented,1.5,0,4,0,0.502,Rejected
36,Female,Single,Post Graduate,Retired,13.3,63528.0,622.0,17346.0,27395.0,Living with Family,2.8,0,3,3,0.704,Rejected
46,Female,Married,Post Graduate,Salaried,0.0,55817.0,858.0,19277.0,15416.0,Owned,0.6,3,2,0,0.622,Approved
28,Female,Divorced,Graduate,Salaried,0.0,60407.0,627.0,2492.0,16086.0,Rented,2.5,0,4,0,0.308,Rejected
38,Female,Single,High School,Salaried,6.1,43010.0,776.0,6082.0,,Living with Family,,2,1,0,0.396,Approved
54,Female,Single,Graduate,Salaried,12.7,70041.0,761.0,19502.0,6991.0,Living with Family,4.5,0,5,0,0.378,Approved
33,Female,Divorced,Graduate,Salaried,14.1,77066.0,680.0,9807.0,4925.0,Owned,5.3,1,0,0,0.191,Approved
26,Male,Single,High School,Business Owner,2.4,37348.0,587.0,1000.0,13828.0,Owned,3.4,1,1,0,0.397,Rejected
44,Male,Single,High School,Salaried,4.0,81192.0,900.0,7877.0,2262.0,Mortgaged,1.7,1,3,0,0.125,Approved
28,Female,Married,High School,Retired,20.4,79814.0,764.0,14889.0,2315.0,Living with Family,5.3,2,1,0,0.216,Approved
35,Male,Divorced,Graduate,Self-Employed,3.2,55601.0,756.0,1000.0,12991.0,Mortgaged,6.4,4,1,0,0.252,Approved
41,Female,Married,Graduate,Self-Employed,9.4,96133.0,676.0,29714.0,14981.0,Mortgaged,2.5,3,3,0,0.465,Approved
46,Male,Married,Post Graduate,Salaried,3.7,89322.0,645.0,25693.0,13013.0,Living with Family,1.1,1,3,1,0.433,Rejected
49,Female,Single,Graduate,Salaried,8.4,92345.0,585.0,23248.0,14078.0,Mortgaged,2.7,4,2,0,0.404,Rejected
51,Male,Single,Graduate,Salaried,1.7,42112.0,718.0,15818.0,6859.0,Rented,3.5,4,6,0,0.538,Approved
58,Female,Married,High School,Self-Employed,1.8,44566.0,616.0,3878.0,7809.0,Living with Family,7.4,3,4,0,0.262,Rejected
23,Male,Divorced,Post Graduate,Self-Employed,4.1,89998.0,548.0,7447.0,15933.0,Mortgaged,6.1,1,2,1,0.26,Rejected
37,Male,Single,High School,Salaried,3.3,53019.0,593.0,26908.0,2725.0,Owned,4.0,0,4,0,0.559,Rejected
21,Female,Single,High School,Salaried,4.5,53884.0,832.0,7857.0,18746.0,Owned,9.7,4,2,1,0.494,Approved
21,Female,Single,Graduate,Retired,8.6,57748.0,643.0,14707.0,7066.0,Rented,3.9,4,0,0,0.377,Rejected
30,Female,Single,Post Graduate,Salaried,15.5,99672.0,728.0,12394.0,7580.0,Owned,8.2,2,3,0,0.2,Approved
47,Female,Single,Post Graduate,Salaried,3.0,83706.0,567.0,13590.0,9705.0,Owned,7.7,2,2,0,0.278,Rejected
61,Male,Single,Graduate,Salaried,1.1,94036.0,658.0,13867.0,15649.0,Owned,7.5,2,3,0,0.314,Approved
55,Female,Married,Graduate,Salaried,6.0,52590.0,547.0,12852.0,0.0,Rented,5.0,4,4,0,0.244,Rejected
50,Male,Single,Graduate,Salaried,1.7,68231.0,708.0,10937.0,0.0,Rented,4.4,1,2,0,0.16,Approved
56,Male,Married,Graduate,Self-Employed,0.0,73671.0,428.0,12127.0,29213.0,Mortgaged,4.0,3,3,3,0.561,Rejected
28,Male,Married,Graduate,Self-Employed,11.3,48784.0,742.0,13122.0,12909.0,Rented,6.6,4,4,0,0.534,Approved
58,Male,Divorced,Graduate,Self-Employed,6.4,60573.0,479.0,6500.0,9475.0,Living with Family,1.6,1,1,1,0.264,Rejected
61,Female,Widowed,High School,Salaried,6.9,62339.0,583.0,2393.0,13544.0,Rented,3.2,1,0,1,0.256,Rejected
25,Female,Single,Doctorate,Salaried,0.0,118052.0,781.0,11667.0,13776.0,Rented,9.0,0,1,0,0.216,Approved
42,Male,Single,High School,Business Owner,3.1,65245.0,833.0,7122.0,21424.0,Owned,5.9,3,3,0,0.438,Approved
58,Female,Married,High School,Salaried,0.0,66644.0,676.0,14406.0,5644.0,Mortgaged,6.9,1,5,0,0.301,Approved
42,Male,Single,Post Graduate,Salaried,5.9,99132.0,660.0,5398.0,19537.0,Owned,0.3,0,5,0,0.252,Approved
58,Male,Single,Post Graduate,Salaried,6.7,35426.0,680.0,1000.0,13543.0,Mortgaged,2.7,2,6,0,0.411,Approved
63,Female,Single,Graduate,Business Owner,6.7,79477.0,880.0,28092.0,1610.0,Living with Family,5.0,2,3,0,0.374,Approved
42,Male,Divorced,Graduate,Salaried,2.7,59587.0,626.0,9307.0,4139.0,Mortgaged,3.9,0,7,0,0.226,Approved
23,Male,Single,High School,Unemployed,1.7,53587.0,650.0,1000.0,18676.0,Owned,0.3,3,7,0,0.367,Rejected
36,Female,Married,Post Graduate,Salaried,5.0,96076.0,490.0,21690.0,28316.0,Rented,6.3,2,0,2,0.52,Rejected
30,Male,Married,High School,Retired,7.8,62765.0,634.0,10572.0,8608.0,Living with Family,7.2,2,1,0,0.306,Rejected
42,Male,Married,Doctorate,Salaried,3.1,103143.0,735.0,14387.0,17802.0,Rented,3.1,1,3,0,0.312,Approved
47,Female,Single,High School,Business Owner,1.3,63056.0,755.0,16055.0,11834.0,Owned,6.4,3,3,0,0.442,Approved
41,Male,Divorced,Graduate,Salaried,1.5,81390.0,702.0,23282.0,8465.0,Rented,10.1,3,1,0,0.39,Approved
29,Female,Married,Graduate,Business Owner,2.7,74046.0,750.0,16928.0,10517.0,Mortgaged,8.6,3,2,0,0.371,Approved
34,Female,Married,High School,Salaried,3.7,79447.0,550.0,1573.0,1845.0,Rented,,1,0,1,0.043,Rejected
51,Male,Single,Graduate,Unemployed,0.5,18208.0,551.0,3412.0,6832.0,Rented,0.7,2,7,0,0.563,Rejected
22,Male,Married,Post Graduate,Business Owner,3.8,108102.0,711.0,1249.0,8794.0,Rented,4.7,1,6,1,0.093,Approved
30,Male,Married,High School,Self-Employed,12.2,53450.0,627.0,9702.0,17016.0,Owned,11.0,1,1,0,0.5,Rejected
61,Female,Married,Doctorate,Salaried,4.5,107280.0,589.0,17684.0,10994.0,Living with Family,8.0,4,3,0,0.267,Rejected
25,Male,Single,Graduate,Salaried,0.0,36709.0,668.0,6869.0,7105.0,Owned,4.0,1,4,0,0.381,Approved
39,Female,Single,Graduate,Retired,0.0,56855.0,658.0,8077.0,17906.0,Owned,8.7,1,3,0,0.457,Approved
30,Male,Single,Graduate,Retired,15.2,62960.0,678.0,7703.0,0.0,Rented,7.5,3,3,0,0.122,Approved
25,Female,Single,Graduate,Salaried,11.7,74714.0,838.0,8924.0,1372.0,Mortgaged,0.0,3,4,0,0.138,Approved
40,Male,Single,Graduate,Salaried,7.4,39844.0,839.0,20312.0,19112.0,Mortgaged,7.2,1,7,0,0.989,Approved
44,Male,Single,Post Graduate,Salaried,11.8,90212.0,726.0,11627.0,18134.0,Mortgaged,4.4,0,4,1,0.33,Approved
28,Male,Divorced,Graduate,Salaried,8.6,75074.0,734.0,24214.0,0.0,Owned,1.4,3,4,0,0.323,Approved
24,Female,Married,Graduate,Salaried,5.6,37971.0,794.0,9480.0,10745.0,Owned,4.3,4,2,0,0.533,Approved
27,Female,Divorced,Graduate,Business Owner,0.0,51287.0,609.0,14551.0,2865.0,Rented,5.2,0,3,1,0.34,Rejected
50,Male,Married,Graduate,Salaried,15.5,81788.0,568.0,12557.0,13591.0,Owned,,1,5,2,0.32,Rejected
59,Male,Married,High School,Unemployed,3.8,35744.0,617.0,16907.0,12662.0,Living with Family,3.6,4,4,0,0.827,Rejected
29,Male,Single,High School,Retired,4.1,42779.0,600.0,19143.0,,Rented,3.0,3,3,0,0.651,Rejected
35,Male,Married,Graduate,Salaried,6.2,71389.0,779.0,14595.0,8449.0,Rented,6.4,3,5,0,0.323,Approved
36,Female,Single,Post Graduate,Salaried,6.3,85154.0,560.0,38622.0,2413.0,Living with Family,3.1,1,1,0,0.482,Approved
37,Female,Married,High School,Self-Employed,8.9,47203.0,617.0,28137.0,18230.0,Rented,0.0,2,0,0,0.982,Rejected
31,Female,Widowed,Graduate,Salaried,8.3,69262.0,663.0,9560.0,12973.0,Mortgaged,2.7,0,2,0,0.325,Approved
23,Male,Divorced,High School,Business Owner,3.1,37562.0,543.0,26593.0,2559.0,Living with Family,1.2,4,1,0,0.776,Rejected
44,Male,Single,Graduate,Self-Employed,6.1,55966.0,580.0,25617.0,,Mortgaged,0.1,2,7,1,0.707,Rejected
37,Female,Married,Post Graduate,Salaried,8.7,86066.0,703.0,2899.0,,Owned,7.5,3,1,0,0.109,Approved
36,Male,Single,Post Graduate,Unemployed,2.7,75677.0,767.0,1000.0,4617.0,Rented,6.4,4,7,0,0.074,Approved
32,Female,Single,Post Graduate,Salaried,13.2,88690.0,649.0,16684.0,10155.0,Owned,1.1,0,3,0,0.303,Approved
62,Male,Single,Post Graduate,Salaried,5.9,121416.0,649.0,13556.0,26376.0,Rented,0.2,4,5,1,0.329,Approved
48,Male,Single,High School,Retired,14.0,87339.0,561.0,1000.0,2063.0,Living with Family,3.7,1,4,0,0.035,Rejected
39,Female,Married,Graduate,Salaried,0.0,66255.0,566.0,15912.0,13499.0,Rented,0.0,1,0,0,0.444,Rejected
30,Male,Single,High School,Salaried,9.3,53922.0,499.0,15184.0,15842.0,Owned,3.3,2,7,0,0.575,Rejected
57,Female,Single,Post Graduate,Salaried,1.5,121138.0,763.0,9286.0,12904.0,Owned,4.2,1,3,0,0.183,Approved
60,Male,Widowed,Post Graduate,Salaried,2.8,94948.0,645.0,28969.0,16302.0,Mortgaged,4.9,1,4,0,0.477,Rejected
22,Male,Married,High School,Salaried,10.5,70345.0,715.0,12752.0,8451.0,Owned,5.0,3,2,0,0.301,Approved
62,Male,Married,High School,Self-Employed,4.9,40423.0,717.0,11214.0,12932.0,Rented,1.7,1,1,0,0.597,Approved
52,Male,Married,Graduate,Salaried,19.0,74405.0,713.0,14770.0,13983.0,Rented,4.2,3,0,1,0.386,Approved
25,Male,Married,Doctorate,Self-Employed,8.6,76731.0,875.0,2502.0,0.0,Rented,7.8,1,4,0,0.033,Approved
54,Male,Married,High School,Salaried,2.5,82034.0,561.0,6523.0,8672.0,Rented,0.0,1,2,2,0.185,Rejected
25,Female,Married,Graduate,Salaried,8.6,81768.0,631.0,1000.0,17439.0,Mortgaged,5.0,0,3,0,0.226,Approved
23,Female,Divorced,Graduate,Retired,4.8,50735.0,733.0,18243.0,5327.0,Owned,0.5,4,7,0,0.465,Approved
26,Male,Single,Graduate,Business Owner,10.2,72679.0,900.0,23012.0,6403.0,Rented,8.2,0,5,0,0.405,Approved
41,Male,Married,Graduate,Business Owner,4.5,58207.0,566.0,17306.0,19123.0,Mortgaged,6.5,2,5,1,0.626,Rejected
48,Male,Single,High School,Salaried,8.0,58943.0,598.0,16606.0,8016.0,Mortgaged,6.4,1,5,0,0.418,Approved
39,Female,Divorced,Post Graduate,Self-Employed,7.0,84373.0,410.0,13948.0,18685.0,Rented,1.4,4,1,1,0.387,Rejected
26,Female,Single,High School,Unemployed,6.4,8000.0,484.0,28261.0,8146.0,Mortgaged,4.8,0,5,0,4.55,Rejected
29,Male,Single,Post Graduate,Unemployed,11.2,43725.0,798.0,13335.0,760.0,Owned,5.1,2,7,0,0.322,Approved
59,Male,Widowed,High School,Business Owner,0.0,47822.0,634.0,22709.0,17134.0,Mortgaged,0.0,2,7,0,0.833,Rejected
64,Male,Married,Graduate,Salaried,6.5,90389.0,593.0,21790.0,2412.0,Owned,4.4,4,0,0,0.268,Approved
54,Male,Single,Graduate,Salaried,2.5,57282.0,650.0,2237.0,19092.0,Rented,5.8,0,0,0,0.372,Rejected
25,Male,Single,Graduate,Salaried,0.0,32701.0,884.0,20522.0,13583.0,Owned,0.0,4,7,0,1.043,Approved
57,Female,Single,High School,Salaried,1.8,34803.0,650.0,4579.0,4824.0,Rented,5.8,0,6,0,0.27,Approved
52,Male,Widowed,Graduate,Salaried,2.9,98650.0,847.0,9559.0,13756.0,Mortgaged,4.3,1,0,0,0.236,Approved
44,Male,Married,High School,Salaried,4.8,50610.0,586.0,12988.0,5286.0,Owned,8.1,4,6,0,0.361,Rejected
27,Male,Single,Graduate,Salaried,7.7,53238.0,801.0,25886.0,2885.0,Owned,2.8,1,7,0,0.54,Approved
65,Female,Married,Post Graduate,Self-Employed,8.7,52706.0,620.0,8171.0,10694.0,Living with Family,4.5,2,1,0,0.358,Rejected
40,Male,Married,Graduate,Self-Employed,4.0,65039.0,626.0,17598.0,15224.0,Mortgaged,5.0,1,1,0,0.505,Rejected
22,Male,Single,Graduate,Self-Employed,13.9,75845.0,610.0,1000.0,11217.0,Rented,0.0,4,6,0,0.161,Rejected
30,Male,Divorced,Graduate,Salaried,4.1,76630.0,666.0,12936.0,3107.0,Living with Family,2.9,0,2,0,0.209,Approved
39,Female,Single,Graduate,Self-Employed,0.0,110082.0,653.0,10317.0,6219.0,Mortgaged,4.3,4,0,2,0.15,Rejected
23,Male,Divorced,Post Graduate,Retired,4.3,47617.0,517.0,25975.0,15591.0,Rented,0.0,1,5,2,0.873,Rejected
35,Female,Married,Graduate,Salaried,6.2,63934.0,791.0,7877.0,241.0,Rented,6.0,2,4,0,0.127,Approved
42,Male,Single,Doctorate,Unemployed,0.0,68264.0,610.0,1000.0,8210.0,Rented,4.3,1,2,0,0.135,Rejected
63,Male,Married,Post Graduate,Salaried,12.0,81924.0,688.0,10745.0,8726.0,Mortgaged,,3,2,0,0.238,Approved
24,Female,Married,Graduate,Self-Employed,5.5,28768.0,622.0,9091.0,14696.0,Living with Family,6.2,3,3,0,0.827,Rejected
46,Female,Married,Graduate,Self-Employed,0.2,70384.0,838.0,16837.0,14168.0,Rented,2.8,0,1,0,0.441,Approved
62,Male,Married,Graduate,Self-Employed,1.2,50716.0,642.0,26539.0,,Living with Family,4.1,1,0,1,0.935,Rejected
57,Female,Single,Post Graduate,Unemployed,9.8,40669.0,696.0,11638.0,8858.0,Owned,6.6,3,5,0,0.504,Rejected
62,Male,Single,High School,Salaried,10.4,46278.0,645.0,17960.0,5786.0,Mortgaged,4.2,2,2,0,0.513,Rejected
28,Male,Married,High School,Business Owner,2.8,90441.0,623.0,13781.0,12514.0,Owned,0.0,2,3,0,0.291,Approved
57,Female,Single,High School,Unemployed,0.0,48383.0,504.0,19185.0,16387.0,Living with Family,4.2,1,2,1,0.735,Rejected
65,Female,Single,Post Graduate,Business Owner,6.7,72389.0,759.0,5889.0,16032.0,Owned,4.2,3,1,1,0.303,Approved
35,Male,Married,Post Graduate,Salaried,7.6,54668.0,470.0,14481.0,28280.0,Rented,6.7,4,4,1,0.782,Rejected
43,Female,Single,High School,Salaried,8.8,77091.0,662.0,23191.0,14317.0,Owned,3.0,0,4,0,0.487,Approved
44,Male,Married,Graduate,Unemployed,3.2,76928.0,774.0,7836.0,18467.0,Owned,1.1,3,4,0,0.342,Approved
43,Male,Married,Post Graduate,Business Owner,5.4,132848.0,544.0,13128.0,327.0,Mortgaged,1.1,4,4,0,0.101,Approved
34,Female,Divorced,Doctorate,Retired,6.1,58003.0,576.0,14068.0,9210.0,Rented,8.3,1,5,2,0.401,Rejected
64,Female,Single,High School,Salaried,10.8,87161.0,617.0,1335.0,2807.0,Owned,4.9,2,0,0,0.048,Approved
64,Female,Married,Graduate,Business Owner,12.6,83244.0,697.0,21175.0,9121.0,Rented,8.2,2,6,0,0.364,Approved
38,Female,Divorced,Graduate,Business Owner,14.0,49864.0,545.0,9554.0,15857.0,Rented,8.6,3,6,2,0.51,Rejected
57,Female,Single,Graduate,Unemployed,12.5,32777.0,467.0,14263.0,11109.0,Living with Family,1.8,3,1,0,0.774,Rejected
38,Male,Married,High School,Self-Employed,15.1,48446.0,727.0,20209.0,22221.0,Rented,1.5,4,7,0,0.876,Approved
56,Female,Married,High School,Salaried,11.1,71549.0,606.0,21121.0,8283.0,Rented,3.6,2,3,0,0.411,Rejected
47,Female,Single,Post Graduate,Self-Employed,3.1,53186.0,621.0,3985.0,12872.0,Rented,5.8,4,2,0,0.317,Rejected
42,Female,Single,Graduate,Self-Employed,13.7,90322.0,700.0,18413.0,9613.0,Owned,0.0,2,2,0,0.31,Approved
26,Male,Married,High School,Salaried,0.0,61558.0,709.0,23544.0,17658.0,Mortgaged,5.4,1,7,0,0.669,Rejected
50,Male,Single,Graduate,Salaried,17.8,99381.0,735.0,8778.0,14098.0,Rented,5.2,3,4,0,0.23,Approved
35,Male,Divorced,High School,Unemployed,1.1,14106.0,721.0,21838.0,8599.0,Owned,0.6,2,7,0,2.158,Rejected
30,Male,Married,Graduate,Salaried,10.4,81497.0,473.0,18410.0,16690.0,Owned,0.7,3,5,0,0.431,Rejected
29,Male,Single,Graduate,Salaried,13.2,58234.0,603.0,19138.0,21883.0,Rented,5.3,3,3,2,0.704,Rejected
65,Female,Married,High School,Self-Employed,8.3,68651.0,696.0,22481.0,15910.0,Rented,10.2,0,0,0,0.559,Approved
25,Female,Married,High School,Retired,0.0,35728.0,545.0,6762.0,13356.0,Mortgaged,3.1,2,7,1,0.563,Rejected
56,Male,Single,Post Graduate,Self-Employed,1.3,73665.0,699.0,6226.0,14319.0,Living with Family,5.0,0,1,0,0.279,Approved
59,Male,Widowed,Post Graduate,Salaried,7.8,85431.0,723.0,25198.0,11183.0,Mortgaged,2.2,2,6,1,0.426,Approved
22,Female,Married,High School,Salaried,9.2,29935.0,536.0,11982.0,4863.0,Mortgaged,4.7,3,1,1,0.563,Rejected
47,Male,Married,Graduate,Salaried,5.1,91007.0,821.0,1731.0,5333.0,Living with Family,2.1,3,6,0,0.078,Approved
46,Female,Divorced,High School,Salaried,6.4,60252.0,688.0,13377.0,21899.0,Mortgaged,3.2,0,0,2,0.585,Rejected
37,Male,Married,Post Graduate,Business Owner,0.0,107490.0,708.0,13885.0,13273.0,Rented,11.3,4,0,0,0.253,Approved
51,Male,Married,Post Graduate,Salaried,14.9,112573.0,420.0,17068.0,15509.0,Living with Family,4.3,3,2,3,0.289,Rejected
39,Male,Single,Graduate,Salaried,4.1,54051.0,864.0,11404.0,20009.0,Owned,0.0,1,6,0,0.581,Approved
40,Female,Single,Graduate,Unemployed,9.9,41053.0,641.0,30511.0,5053.0,Owned,5.9,2,7,1,0.866,Rejected
40,Male,Married,Graduate,Salaried,13.0,48785.0,683.0,6812.0,10319.0,Living with Family,7.4,0,1,0,0.351,Approved
57,Female,Married,High School,Salaried,0.2,75247.0,685.0,1000.0,5691.0,Rented,6.0,1,4,0,0.089,Approved
49,Male,Married,Graduate,Salaried,6.6,76783.0,745.0,1669.0,10560.0,Living with Family,3.5,3,5,0,0.159,Approved
38,Male,Married,High School,Salaried,7.4,63281.0,778.0,8242.0,0.0,Living with Family,1.2,4,7,0,0.13,Approved
62,Female,Married,Graduate,Salaried,4.7,64261.0,693.0,19150.0,0.0,Rented,1.3,2,1,0,0.298,Approved
57,Male,Divorced,Graduate,Retired,10.6,44084.0,558.0,13016.0,4129.0,Mortgaged,3.4,1,0,0,0.389,Rejected
62,Male,Widowed,High School,Unemployed,2.7,50519.0,743.0,17979.0,14433.0,Mortgaged,2.9,4,6,0,0.642,Approved
53,Male,Single,Graduate,Business Owner,6.3,113769.0,512.0,8816.0,18500.0,Owned,2.3,2,0,2,0.24,Rejected
